Time,Ohms
683.916273355484,b'+1.00961530E+03\n'
684.3800692558289,b'+1.00963000E+03\n'
684.8441636562347,b'+1.00964470E+03\n'
685.3080389499664,b'+1.00966080E+03\n'
685.7712316513062,b'+1.00967700E+03\n'
686.2355923652649,b'+1.00969350E+03\n'
686.6996805667877,b'+1.00970940E+03\n'
687.163601398468,b'+1.00972440E+03\n'
687.6276392936707,b'+1.00974020E+03\n'
688.0915260314941,b'+1.00975570E+03\n'
688.5546276569366,b'+1.00977190E+03\n'
689.0185871124268,b'+1.00978840E+03\n'
689.4824628829956,b'+1.00980410E+03\n'
689.9464893341064,b'+1.00981960E+03\n'
690.4102036952972,b'+1.00983580E+03\n'
690.8742592334747,b'+1.00984910E+03\n'
691.3389718532562,b'+1.00986200E+03\n'
691.8026187419891,b'+1.00987670E+03\n'
